Country_Name,Country_Code,pop_1990,emissions_90,pop_1991,emissions_91,pop_1992,emissions_92,pop_1993,emissions_93,pop_1994,emissions_94,pop_1995,emissions_95,pop_1996,emissions_96,pop_1997,emissions_97,pop_1998,emissions_98,pop_1999,emissions_99,pop_2000,emissions_00,pop_2001,emissions_01,pop_2002,emissions_02,pop_2003,emissions_03,pop_2004,emissions_04,pop_2005,emissions_05,pop_2006,emissions_06,pop_2007,emissions_07,pop_2008,emissions_08,pop_2009,emissions_09,pop_2010,emissions_10,pop_2011,emissions_11,pop_2012,emissions_12
Romania,ROU,23201835,37405.8,23001155,32940.9,22794284,29566.8,22763280,27374.6,22730211,28949.9,22684270,28410.1,22619004,29276.9,22553978,27504.5,22507344,26116.1,22472040,25227.6,22442971,25139.3,22131970,24394.5,21730496,24304.8,21574326,25769.8,21451748,26139.9,21319685,25976.9,21193760,26509,20882982,26679.1,20537875,26832.3,20367487,26244.8,20246871,26116,20147528,25976.24195,20058035,25707.73391
"Russian Federation",RUS,148292000,624883,148624000,601461,148689000,576744,148520000,553641,148336000,514496,148375726,485644,148160042,490520,147915307,451678,147670692,498651,147214392,455382,146596557,465970,145976083,470194,145306046,489125,144648257,509646,144067054,486820,143518523,494483,143049528,495215,142805088,504013,142742350,511550,142785342,507742,142849449,533546,142960868,539682.7905,143201676,545818.581
Rwanda,RWA,7235798,1484.52,7051759,1510.8,6701851,1545.5,6299909,1472.51,6005095,1429.84,5928078,1552.51,6115168,1655.71,6522382,1848.37,7059813,2030.76,7593239,2161.86,8025703,2015.96,8329406,2117.38,8536205,2192.47,8680346,2422.07,8818438,2618.07,8991735,2520.2,9206580,2652.59,9447402,2692.98,9708169,2741.11,9977446,2768.81,10246842,2883.92,10516071,2912.7592,10788853,2941.5984
"South Asia",SAS,1133089464,731975.6859,1158058109,739166.3134,1183253534,742671.7518,1208612942,751295.5471,1234059205,759977.9616,1259530819,770331.0669,1284978193,780587.0954,1310387887,787335.3296,1335777637,791346.5083,1361185289,818140.6714,1386625845,809368.1957,1412104373,818264.0304,1437568227,822828.053,1462906674,840893.1064,1487975237,846436.0547,1512670560,861930.2647,1536943534,872131.7434,1560818860,887514.9225,1584359049,901733.3729,1607663899,922358.1724,1630806784,930214.4625,1653798614,940759.8707,1676615491,951304.979
"Saudi Arabia",SAU,16326815,30762.7,16867829,35754.1,17378833,37189.8,17859750,37642.9,18311090,39424.1,18735841,39412.3,19131578,40566.2,19505576,41396.9,19882458,42166.6,20294406,40104.8,20764312,43294,21303592,43061.3,21906308,44919.7,22556425,48996.9,23228890,50607.5,23905654,53574.1,24578301,54734.3,25252569,54662,25940770,57885.5,26661492,57241.9,27425676,60310.1,28238020,61606.77737,29086357,62903.44473
Sudan,SDN,20147590,47141.3,20893625,42507.6,21701476,48878.1,22535937,49619.3,23347885,52144.7,24102986,55134.1,24786190,56007.4,25410451,57945.5,26003542,58688.8,26607042,63112.3,27250535,64406.4,27945005,65621.6,28679565,67796.9,29435944,66998,30186341,67288.7,30911914,70660.8,31607064,85745.4,32282526,125045,32955496,100992,33650619,101835,34385963,94638.7,35167314,95585.087,35990192,96531.474
Senegal,SEN,7555617,5627.79,7789653,5486.99,8029725,5765.88,8272170,5838.83,8512173,5988.17,8746606,6184.74,8974077,6338.66,9196528,6496.39,9418393,6647.59,9645957,7151.48,9884052,7077.53,10134497,7207.61,10396861,7151.26,10670990,6990.25,10955944,7396.64,11251266,7661.71,11556763,7723.03,11873557,8466.37,12203957,9131.23,12550917,9296.24,12916229,9732.99,13300910,9830.3199,13703513,9927.6498
Singapore,SGP,3047132,980.765,3135083,1105.5,3230698,1238.01,3313471,1363.89,3419048,1484.24,3524506,1550.06,3670704,1596,3796038,1602.79,3927213,1572.59,3958723,1586.38,4027887,1684.38,4138012,1869.86,4175950,2154.59,4114826,2170.82,4166664,2215.46,4265762,2274.45,4401365,2285.02,4588599,2317.04,4839396,2337.69,4987573,2307.58,5076732,2339.02,5183688,2362.4102,5312437,2385.8004
"Solomon Islands",SLB,311840,2045.79,320753,1563.68,329953,1135.52,339456,1243.9,349225,1351.73,359225,1406.45,369469,1439.78,379947,1462.4,390643,1411.26,401538,1362.73,412609,1394.02,423853,1438.42,435262,1444.6,446769,1450.88,458324,1453.31,469885,1443.74,481422,1440.34,492940,1434.31,504477,1429.7,516079,1427.43,527790,1420.74,539614,1434.9474,551531,1449.1548
"Sierra Leone",SLE,4312246,2909.32,4337239,2614.87,4331332,2733.87,4307299,2710.12,4283621,2602.71,4274819,2663.84,4282350,2679.54,4305455,2823.19,4353646,2816.77,4437803,2495,4564297,2356.7,4739147,2790.2,4957216,2598.07,5199549,2677.78,5439695,2746.95,5658379,2472.49,5848692,3505.4,6015417,4838.4,6165372,4635.27,6310260,3938.69,6458720,3286.31,6611692,3319.1731,6766103,3352.0362
"El Salvador",SLV,5254984,2672.94,5326657,2766.2,5400331,2835.07,5474000,2772.61,5544945,2849.81,5611115,2694.97,5671925,2938.7,5727755,2850.64,5778706,2728.94,5825187,2888.29,5867626,2797.48,5905962,3001.94,5940303,3229.05,5971535,3085.22,6000775,3124.67,6028961,3152.02,6056478,3194.83,6083475,3093.8,6110301,3126.75,6137276,2984.23,6164626,2972.67,6192560,3002.3967,6221246,3032.1234
Somalia,SOM,7397347,13062.4,7455936,12039.3,7488544,11500.4,7519811,12426.5,7583954,13312,7704894,13657.4,7892389,13972.4,8137475,14303.6,8422372,14507.1,8720231,14804.3,9011479,14979.3,9290823,15238.9,9564167,15476.2,9836397,15668.4,10116228,15758.8,10409925,15727.5,10718317,15774.8,11038596,15797.4,11369276,15851.4,11707990,15809.3,12053223,15888.1,12404725,16046.981,12763776,16205.862
"Sub-Saharan Africa (excluding high income)",SSA,512107594,640198.8115,526528575,567523.1858,541294922,719471.3871,556379645,568350.518,571754398,604564.3519,587394320,638805.279,603309222,618811.1146,619530637,615221.8374,636103731,627764.8457,653099453,615090.0476,670568507,645114.0651,688534793,663258.6432,707016127,649238.0523,726057836,646883.5511,745705643,664646.6935,765997649,685159.4633,786951192,817645.0619,808575133,1056759.453,830878600,860926.0801,853866359,847326.9638,877538597,837868.2413,901902485,844516.2359,926951572,851164.1705
"Sub-Saharan Africa",SSF,512177101,640216.62,526599014,567541.5807,541365685,719489.8897,556451898,568369.2592,571828603,604583.3811,587469624,638824.4212,603385639,618830.2013,619607956,615241.24,636182577,627784.0455,653179863,615109.3559,670649638,645133.735,688615995,663278.6595,707099850,649258.6359,726140617,646904.3277,745788118,664668.056,766080507,685180.9223,787035792,817666.9352,808660166,1056781.964,830965556,860949.2321,853953657,847350.0328,877628367,837891.9137,901989926,844540.145,927039875,851188.3164
"Small states",SST,25186921,43631.95003,25642376,42245.26433,26066187,46109.83238,26471464,42132.62375,26880995,43268.14645,27284098,44989.2377,27691618,45341.14114,28107601,48391.48999,28528151,55866.17014,28976065,53389.27243,29434279,55721.98333,29887049,58966.3575,30352305,61078.98287,30838828,64142.57593,31365918,68895.57456,31947386,71315.33098,32586895,73285.58234,33278247,77526.84513,34006389,84785.25174,34739790,100090.4338,35465245,98640.06387,36171934,99453.24764,36875022,100358.6139
"Sao Tome and Principe",STP,113893,28.7702,116294,29.6242,118816,30.4404,121407,31.0114,123973,32.1,126454,32.876,128821,33.5882,131107,34.3934,133418,35.0247,135886,35.8096,138606,36.9521,141622,37.6142,144889,38.5383,148372,39.5401,151969,40.3615,155630,41.2023,159328,41.9249,163101,42.7445,166913,43.5661,170813,44.4738,174776,45.2873,178800,45.740173,182889,46.193046
Suriname,SUR,407472,986.594,415216,1005.58,422763,1105.44,430039,1067.74,437037,836.553,443724,923.12,450036,914.578,455954,851.938,461560,769.644,467003,631.204,472390,617.973,477740,718.647,483044,800.922,488332,712.254,493630,974.092,498946,670.266,504307,594.373,509705,598.859,515148,594.389,520619,686.87,526103,695.478,531589,702.43278,537077,709.38756
"Slovak Republic",SVK,5299187,6451.18,5303294,6091.15,5305016,5547.46,5325305,5014.15,5346331,4545.9,5361999,4445.28,5373361,4547.92,5383291,4585.67,5390516,4327.74,5396020,4291.81,5388720,4433.69,5378867,4624.87,5376912,4547,5373374,4377.38,5372280,4172.25,5372807,4063.57,5373054,4088.4,5374622,4061.56,5379233,4014.64,5386406,4057.92,5391428,3984.68,5398384,4066.244032,5407579,4074.574065
Slovenia,SVN,1998161,3033.76,1999429,2912.58,1996498,2747.77,1991746,2719.27,1989443,2588.77,1989872,2655.99,1988628,2665.38,1985956,2800.61,1981629,2747.43,1983045,2713.52,1988925,2871.1,1992060,2907.72,1994530,2995.69,1995733,3000.19,1997012,2973.56,2000474,2980.19,2006868,2972.35,2018122,2969.29,2021316,2912.93,2039669,2889.12,2048583,2901.13,2052843,2855.430779,2057159,2821.744557
Sweden,SWE,8558835,11521,8617375,11220.9,8668067,11307.9,8718561,11421.8,8780745,11538,8826939,11586.1,8840998,11574.8,8846062,11544.4,8850974,11582.6,8857874,11358.5,8872109,11467.4,8895960,11460.6,8924958,11193.8,8958229,11329.5,8993531,11548.3,9029572,11509.2,9080505,11622.9,9148092,11532.5,9219637,11394.7,9298515,10479.8,9378126,10817.5,9449213,10392.75608,9519374,10304.22315
Eswatini,SWZ,861373,1134.11,885623,1124.9,906034,1211.66,924025,1078.77,941774,1131.95,960792,1149.72,981764,1186.33,1003995,1229.72,1026009,1151.4,1045629,1144.49,1061468,1193.08,1072927,1112.22,1080930,1120.82,1087392,1112.84,1095053,1201.28,1105873,1195.96,1120514,1237.84,1138434,1271.84,1158897,1292.13,1180675,1296.78,1202843,1350.02,1225258,1363.5202,1248158,1377.0204
